Type of Incident,Type  Location,Year of Incident,Location1,Zip Code,Update Date,Latitude,Longitude,Day of Week
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"5900 PRESTON VIEW BLVD
DALLAS, TX 75240
(32.934965, -96.805285)",75240,2/19/2018 7:48,32.934965,-96.805285,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2016,"13933 N CENTRAL EXPY
DALLAS, TX 75243
(32.937423, -96.749597)",75243,12/29/2016 14:03,32.937423,-96.749597,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"18000 PRESTON RD
DALLAS, TX 75252
(32.997754, -96.798075)",75252,3/16/2015 22:57,32.997754,-96.798075,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"300 CONTINENTAL AVE
DALLAS, TX 75207
(32.78382, -96.813475)",75207,5/7/2015 17:54,32.78382,-96.813475,Thursday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2017,"3300 TURTLE CREEK BLVD
DALLAS, TX 75204
(32.807247, -96.803458)",75204,5/18/2017 18:04,32.807247,-96.803458,Thursday
ACCIDENT INVOLVING DEATH,"Highway, Street, Alley ETC",2016,"3500 GASTON AVE
DALLAS, TX 75246
(32.790567, -96.78081)",75246,6/4/2016 15:50,32.790567,-96.78081,Saturday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Outdoor Area Public/Private,2015,"5600 N CENTRAL EXPY
DALLAS, TX 75206
(32.835807, -96.77892)",75206,2/1/2015 18:58,32.835807,-96.77892,Sunday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"2000 WOODY RD
DALLAS, TX 75253
(32.668389, -96.600978)",75253,7/1/2015 2:20,32.668389,-96.600978,Wednesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"1601 MELBOURNE AVE
DALLAS, TX 75224
(32.723265, -96.846404)",75224,9/4/2015 1:55,32.723265,-96.846404,Friday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"9000 LAKE JUNE RD
DALLAS, TX 75217
(32.734192, -96.665266)",75217,11/5/2015 4:18,32.734192,-96.665266,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"3000 FRANKFORD RD
DALLAS, TX 75287
(32.996935, -96.862042)",75287,10/15/2014 7:47,32.996935,-96.862042,Wednesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Single Family Residence - Occupied,2015,"10328 BLACKJACK OAKS DR
DALLAS, TX 75227
(32.753381, -96.64476)",75227,8/18/2015 9:38,32.753381,-96.64476,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2014,"1714 N MARKET ST
DALLAS, TX 75202
(32.782034, -96.806894)",75202,2/20/2018 2:09,32.782034,-96.806894,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"3516 CEDAR LAKE DR
DALLAS, TX 75227
(32.767428, -96.687976)",75227,2/19/2018 14:44,32.767428,-96.687976,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"4900 S BUCKNER BLVD
DALLAS, TX 75227
(32.78245, -96.682733)",75227,10/30/2014 6:17,32.78245,-96.682733,Thursday
ACCIDENT INVOLVING INJURY,Parking Lot (All Others),2017,"1500 N COCKRELL HILL RD
DALLAS, TX 75211
(32.762209, -96.894674)",75211,10/1/2017 17:33,32.762209,-96.894674,Sunday
ACCIDENT INVOLVING INJURY,Parking Lot (All Others),2017,"2211 SINGLETON BLVD
DALLAS, TX 75212
(32.778771, -96.858656)",75212,3/3/2017 1:05,32.778771,-96.858656,Friday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2014,"3507 SUNNYVALE ST
DALLAS, TX 75216
(32.712267, -96.784545)",75216,2/19/2018 12:17,32.712267,-96.784545,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"10000 WEBB CHAPEL RD
DALLAS, TX 75229
(32.881143, -96.865727)",75229,12/30/2016 5:58,32.881143,-96.865727,Friday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"6300 SAMUELL BLVD
DALLAS, TX 75227
(32.792348, -96.696916)",75227,2/19/2018 1:38,32.792348,-96.696916,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"1100 S BEACON ST
DALLAS, TX 75223
(32.793273, -96.746859)",75223,10/1/2015 12:38,32.793273,-96.746859,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"15105 PRESTON RD
DALLAS, TX 75248
(32.95475, -96.804349)",75248,9/28/2015 12:33,32.95475,-96.804349,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"5320 EL TORRO ST
DALLAS, TX 75236
(32.686217, -96.916265)",75236,2/19/2018 18:56,32.686217,-96.916265,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"14000 PRESTON RD
DALLAS, TX 75254
(32.938971, -96.803501)",75254,10/14/2014 6:44,32.938971,-96.803501,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"2600 LEMON AVE
DALLAS, TX 75226
(32.80372, -96.793456)",75226,10/16/2014 11:57,32.80372,-96.793456,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"2500 HEALEY DR
DALLAS, TX 75228
(32.824351, -96.672796)",75228,3/23/2015 7:22,32.824351,-96.672796,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"11300 JUPITER RD
DALLAS, TX 75218
(32.848417, -96.683156)",75218,10/20/2014 10:46,32.848417,-96.683156,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"4500 IDAHO AVE
DALLAS, TX 75216
(32.689177, -96.811936)",75216,7/15/2016 23:16,32.689177,-96.811936,Friday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"6900 GASTON AVE
DALLAS, TX 75214
(32.815575, -96.739997)",75214,10/6/2014 3:13,32.815575,-96.739997,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"900 S BECKLEY AVE
DALLAS, TX 75203
(32.737204, -96.822802)",75203,10/13/2016 6:38,32.737204,-96.822802,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Other,2014,"13500 MONTFORT DR
DALLAS, TX 75240
(32.931585, -96.811791)",75240,2/19/2018 13:17,32.931585,-96.811791,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"13100 N CENTRAL EXPY
DALLAS 75243
(32.928021, -96.759999)",75243,2/9/2016 6:04,32.928021,-96.759999,Tuesday
ACCIDENT INVOLVING INJURY,Bar/NightClub/DanceHall ETC.,2017,"4207 MAPLE AVE
DALLAS, TX 75219
(32.807544, -96.81802)",75219,9/25/2017 10:38,32.807544,-96.81802,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"400 E LEDBETTER DR
DALLAS, TX 75216
(32.68483, -96.818776)",75216,11/26/2014 9:25,32.68483,-96.818776,Wednesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2015,"2901 W WHEATLAND RD
DALLAS, TX 75237
(32.647603, -96.867939)",75237,6/26/2015 2:17,32.647603,-96.867939,Friday
ACCIDENT INVOLVING INJURY,Parking Lot (All Others),2016,"5001 ROSS AVE
DALLAS, TX 75206
(32.807685, -96.774403)",75206,6/7/2016 11:40,32.807685,-96.774403,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2014,"1700 CEDAR SPRINGS RD
DALLAS, TX 75201
(32.788802, -96.80572)",75201,8/29/2014 11:36,32.788802,-96.80572,Friday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"8100 JOHN W CARPENTER FWY
DALLAS, TX 75247
(32.820813, -96.875288)",75247,6/1/2016 15:10,32.820813,-96.875288,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"1900 JACKSON ST
DALLAS, TX 75201
(32.780026, -96.794861)",75201,1/5/2015 13:34,32.780026,-96.794861,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"9100 FOREST LN
DALLAS, TX 75243
(32.909064, -96.746578)",75243,2/20/2018 12:40,32.909064,-96.746578,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"2700 W NORTHWEST HWY
DALLAS, TX 75220
(32.858252, -96.876033)",75220,7/7/2015 6:17,32.858252,-96.876033,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"2500 W JEFFERSON BLVD
DALLAS, TX 75211
(32.747818, -96.858796)",75211,2/19/2018 1:13,32.747818,-96.858796,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"100 W LAURELAND RD
DALLAS, TX 75232
(32.674705, -96.822995)",75232,5/30/2016 9:24,32.674705,-96.822995,Monday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2016,"8100 PARK LN
DALLAS, TX 75231
(32.871908, -96.767375)",75231,5/12/2016 15:22,32.871908,-96.767375,Thursday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2017,"1700 PINE ST
DALLAS, TX 75215
(32.752452, -96.766145)",75215,12/28/2017 15:24,32.752452,-96.766145,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"2500 OAK LAWN AVE
DALLAS, TX 75219
(32.804898, -96.813464)",75219,11/23/2017 10:47,32.804898,-96.813464,Thursday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2016,"200 E 12TH ST
DALLAS, TX 75203
(32.742849, -96.820665)",75203,7/31/2016 16:53,32.742849,-96.820665,Sunday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"300 E JEFFERSON BLVD
DALLAS, TX 75203
(32.744812, -96.820222)",75203,3/21/2015 12:53,32.744812,-96.820222,Saturday
ACCIDENTAL DEATH (NO OFFENSE),Single Family Residence - Occupied,2014,"2539 MATLAND DR
DALLAS, TX 75237
(32.667259, -96.862263)",75237,2/19/2018 12:41,32.667259,-96.862263,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"3600 GREENVILLE AVE
DALLAS, TX 75206
(32.831347, -96.770141)",75206,2/19/2018 5:17,32.831347,-96.770141,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"2000 S BUCKNER BLVD
DALLAS, TX 75217
(32.748525, -96.682958)",75217,3/11/2015 13:46,32.748525,-96.682958,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"2600 CEDAR SPRINGS RD
DALLAS, TX 75204
(32.799463, -96.805287)",75204,8/2/2016 14:57,32.799463,-96.805287,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"5900 ANITA ST
DALLAS, TX 75206
(32.834731, -96.765652)",75206,12/2/2014 10:51,32.834731,-96.765652,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2014,"655 W ILLINOIS AVE
DALLAS, TX 75224
(32.720401, -96.831739)",75224,2/20/2018 2:37,32.720401,-96.831739,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"800 2ND AVE
DALLAS, TX 75226
(32.7808, -96.768586)",75226,2/20/2018 11:15,32.7808,-96.768586,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"600 MAIN ST
DALLAS, TX 75202
(32.779112, -96.806508)",75202,6/27/2015 11:05,32.779112,-96.806508,Saturday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"900 BECKLEY AVE
DALLAS, TX 75203
(32.737204, -96.822802)",75203,2/20/2018 9:07,32.737204,-96.822802,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"3300 W REDBIRD LN
DALLAS, TX 75237
(32.673096, -96.874288)",75237,1/21/2016 7:48,32.673096,-96.874288,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"7000 C F HAWN FWY
DALLAS, TX 75217
(32.72605, -96.701842)",75217,10/23/2014 12:20,32.72605,-96.701842,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"700 S PEAK ST
DALLAS, TX 75223
(32.786775, -96.765278)",75223,6/12/2016 14:58,32.786775,-96.765278,Sunday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2015,"11661 PRESTON RD
DALLAS, TX 75230
(32.907606, -96.804251)",75230,10/5/2015 12:43,32.907606,-96.804251,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2014,"4220 INDEPENDENCE DR
DALLAS, TX 75237
(32.660928, -96.889112)",75237,2/19/2018 19:31,32.660928,-96.889112,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"1000 HOLCOMB RD
DALLAS, TX 75217
(32.729216, -96.674283)",75217,1/3/2017 15:48,32.729216,-96.674283,Tuesday
ACCIDENTAL DEATH (NO OFFENSE),Apartment Residence,2016,"6907 LA COSA DR
DALLAS, TX 75248
(32.959578, -96.788785)",75248,7/11/2016 15:59,32.959578,-96.788785,Monday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2016,"1900 N CARROLL AVE
DALLAS, TX 75204
(32.804206, -96.782098)",75204,2/20/2018 11:17,32.804206,-96.782098,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2014,"3200 E LEDBETTER DR
DALLAS, TX 75216
(32.698428, -96.764118)",75216,8/23/2014 13:44,32.698428,-96.764118,Saturday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"9100 FOREST LN
DALLAS, TX 75243
(32.909064, -96.746578)",75243,10/8/2015 22:36,32.909064,-96.746578,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"7000 GREAT TRINITY FOREST WAY
DALLAS, TX 75217
(32.712962, -96.701711)",75217,8/21/2015 3:50,32.712962,-96.701711,Friday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2016,"2200 W NORTHWEST HWY
DALLAS, TX 75220
(32.864263, -96.899498)",75220,9/12/2016 13:07,32.864263,-96.899498,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"4526 MUNGER AVE APT 101
DALLAS, TX 75204
(32.804698, -96.780856)",75204,2/15/2018 11:52,32.804698,-96.780856,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"2600 S CESAR CHAVEZ BLVD
DALLAS, TX 75215
(32.767675, -96.778176)",75215,6/11/2015 9:26,32.767675,-96.778176,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Motor Vehicle,2014,"3300 MARVIN D LOVE FWY
DALLAS, TX 75224
(32.70413, -96.832294)",75224,10/11/2014 10:07,32.70413,-96.832294,Saturday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"4600 S BUCKNER BLVD
DALLAS, TX 75227
(32.777102, -96.682541)",75227,4/4/2017 16:07,32.777102,-96.682541,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Outdoor Area Public/Private,2014,"8329 ELLERY DR
DALLAS, TX 75243
(32.920821, -96.757661)",75243,2/19/2018 21:35,32.920821,-96.757661,Monday
ACCIDENT INVOLVING DEATH,"Highway, Street, Alley ETC",2016,"2700 E LEDBETTER DR
DALLAS, TX 75216
(32.69212, -96.776868)",75216,1/6/2017 11:02,32.69212,-96.776868,Friday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2017,"3800 BONNIE VIEW RD
DALLAS, TX 75216
(32.712944, -96.775154)",75216,10/19/2017 21:36,32.712944,-96.775154,Thursday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2016,"4900 MARVIN D LOVE FWY
DALLAS, TX 75232
(32.692087, -96.844079)",75232,9/6/2016 12:54,32.692087,-96.844079,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Motor Vehicle,2014,"18900 DALLAS PKWY
DALLAS, TX 75287
(33.006378, -96.8289)",75287,9/24/2014 0:55,33.006378,-96.8289,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"1300 N MASTERS DR
DALLAS, TX 75217
(32.733845, -96.648284)",75217,5/18/2015 11:10,32.733845,-96.648284,Monday
ACCIDENTAL DEATH (NO OFFENSE),Apartment Complex/Building,2014,"11480 AUDELIA RD APT 137
DALLAS, TX 75243
(32.905216, -96.717668)",75243,12/10/2016 21:02,32.905216,-96.717668,Saturday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"3827 PACESETTER DR
DALLAS, TX 75241
(32.668384, -96.760304)",75241,10/1/2014 22:33,32.668384,-96.760304,Wednesday
ACCIDENTAL DEATH (NO OFFENSE),Apartment Residence,2017,"4144 OFFICE PKWY
DALLAS, TX 75204
(32.805149, -96.787574)",75204,5/2/2017 18:15,32.805149,-96.787574,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"8800 JOHN W CARPENTER FWY
DALLAS, TX 75247
(32.824538, -96.880524)",75247,1/2/2017 7:42,32.824538,-96.880524,Monday
ACCIDENTAL DEATH (NO OFFENSE),Single Family Residence - Occupied,2016,"6006 ORAM ST
DALLAS, TX 75206
(32.813872, -96.763518)",75206,2/4/2017 19:26,32.813872,-96.763518,Saturday
ACCIDENT INVOLVING INJURY,Other,2015,"4735 COLLINS AVE
DALLAS, TX 75210
(32.777413, -96.741207)",75210,4/17/2015 5:39,32.777413,-96.741207,Friday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"3300 MARVIN D LOVE FWY
DALLAS, TX 75224
(32.70413, -96.832294)",75224,7/20/2015 6:44,32.70413,-96.832294,Monday
ACCIDENT INVOLVING DEATH,"Highway, Street, Alley ETC",2017,"300 W CAMP WISDOM RD
DALLAS, TX 75232
(32.662172, -96.825741)",75232,8/22/2017 11:44,32.662172,-96.825741,Tuesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"2700 W NORTHWEST HWY
DALLAS, TX 75220
(32.858252, -96.876033)",75220,2/19/2018 3:27,32.858252,-96.876033,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"4800 N CENTRAL EXPY S/B
DALLAS, TX 75205
(32.824493, -96.784252)",75205,8/25/2014 1:10,32.824493,-96.784252,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"2400 WESTFALL DR
DALLAS, TX 75237
(32.636459, -96.857186)",75237,12/31/2016 17:25,32.636459,-96.857186,Saturday
ACCIDENT INVOLVING INJURY,Parking Lot (All Others),2016,"4400 S R L THORNTON FWY
DALLAS, TX 75224
(32.691296, -96.822673)",75224,1/20/2017 10:08,32.691296,-96.822673,Friday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2016,"500 S FITZHUGH AVE
DALLAS, TX 75223
(32.792427, -96.760508)",75223,1/11/2017 15:36,32.792427,-96.760508,Wednesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2016,"500 S ST AUGUSTINE DR
DALLAS, TX 75217
(32.70421, -96.657091)",75217,5/24/2016 10:47,32.70421,-96.657091,Tuesday
ACCIDENTAL DEATH (NO OFFENSE),Outdoor Area Public/Private,2017,"4800 CAROL LN
DALLAS, TX 75247
(32.80534, -96.875213)",75247,8/31/2017 11:00,32.80534,-96.875213,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Apartment Parking Lot,2015,"1820 CHAPULTEPEC PLZ
DALLAS, TX 75201
(32.794578, -96.811169)",75201,4/21/2015 10:11,32.794578,-96.811169,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"5500 S BUCKNER BLVD
DALLAS, TX 75228
(32.792887, -96.684938)",75228,6/9/2015 16:53,32.792887,-96.684938,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2015,"2525 W WHEATLAND RD
DALLAS, TX 75237
(32.647633, -96.86069)",75237,3/1/2015 17:45,32.647633,-96.86069,Sunday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"7100 GREENSPAN AVE
DALLAS, TX 75232
(32.661651, -96.830862)",75232,6/1/2015 9:49,32.661651,-96.830862,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"4000 S CENTRAL EXPY
DALLAS, TX 75215
(32.754951, -96.76557)",75215,12/28/2016 9:27,32.754951,-96.76557,Wednesday
ACCIDENT INVOLVING INJURY,Outdoor Area Public/Private,2017,"3300 S LANCASTER RD
DALLAS, TX 75216
(32.707037, -96.800909)",75216,9/26/2017 17:33,32.707037,-96.800909,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"18301 DALLAS PKWY
DALLAS, TX 75287
(32.997612, -96.829539)",75287,2/19/2018 17:42,32.997612,-96.829539,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Outdoor Area Public/Private,2015,"5300 DOLPHIN RD
DALLAS, TX 75223
(32.789991, -96.737404)",75223,1/14/2015 13:10,32.789991,-96.737404,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"2300 HATCHER ST
DALLAS, TX 75215
(32.750842, -96.759399)",75215,5/15/2015 10:31,32.750842,-96.759399,Friday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Gas or Service Station,2015,"1521 N COCKRELL HILL RD
DALLAS, TX 75211
(32.763549, -96.895452)",75211,8/1/2015 14:38,32.763549,-96.895452,Saturday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"2600 WOODALL RODGERS FWY
Dallas, TX 75201
(32.792717, -96.797123)",75201,6/24/2015 15:56,32.792717,-96.797123,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"400 S HENDERSON AVE
DALLAS, TX 75223
(32.796512, -96.757372)",75223,12/7/2016 14:15,32.796512,-96.757372,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"17601 DALLAS PKWY
DALLAS, TX 75287
(32.990262, -96.829554)",75287,7/30/2015 7:56,32.990262,-96.829554,Thursday
ACCIDENT INVOLVING SERIOUS BODILY INJURY,"Highway, Street, Alley ETC",2016,"220 N AKARD ST
DALLAS, TX 75201
(32.782283, -96.800022)",75201,7/21/2016 7:46,32.782283,-96.800022,Thursday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"1900 W NORTHWEST HWY
DALLAS, TX 75220
(32.868249, -96.911135)",75220,12/6/2014 9:58,32.868249,-96.911135,Saturday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"3100 WEBB CHAPEL EXT
DALLAS, TX 75220
(32.859268, -96.867568)",75220,8/5/2015 10:59,32.859268,-96.867568,Wednesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2016,"6185 RETAIL RD
DALLAS, TX 75231
(32.861702, -96.754126)",75231,8/25/2016 10:22,32.861702,-96.754126,Thursday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2014,"7777 FOREST LN
DALLAS, TX 75251
(32.909447, -96.772089)",75251,2/19/2018 12:17,32.909447,-96.772089,Monday
ACCIDENTAL DEATH (NO OFFENSE),Outdoor Area Public/Private,2016,"700 CENTRE ST
DALLAS, TX 75208
(32.742298, -96.834139)",75208,11/14/2016 12:16,32.742298,-96.834139,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2014,"2614 MCKINNEY AVE
DALLAS, TX 75204
(32.797087, -96.801533)",75204,2/19/2018 9:17,32.797087,-96.801533,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2015,"6900 ORCHID LN
DALLAS, TX 75230
(32.892572, -96.786771)",75230,12/2/2015 2:26,32.892572,-96.786771,Wednesday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2014,"500 W COLORADO BLVD
DALLAS, TX 75208
(32.759359, -96.828676)",75208,2/19/2018 2:56,32.759359,-96.828676,Monday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,Parking Lot (All Others),2015,"2111 S CESAR CHAVEZ BLVD
DALLAS, TX 75215
(32.7716, -96.781697)",75215,11/10/2015 11:05,32.7716,-96.781697,Tuesday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2015,"400 N PRAIRIE CREEK RD
DALLAS, TX 75217
(32.717799, -96.665502)",75217,5/30/2015 16:42,32.717799,-96.665502,Saturday
FAIL TO LEAVE ID AT SCENE OF ACCIDENT DAMAGE < $200,"Highway, Street, Alley ETC",2014,"11700 N CENTRAL EXPY
DALLAS, TX 75243
(32.908161, -96.768478)",75243,2/19/2018 7:25,32.908161,-96.768478,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2017,"6500 ELAM RD
DALLAS, TX 75217
(32.719693, -96.708889)",75217,3/20/2017 20:58,32.719693,-96.708889,Monday
ACCIDENT INVOLVING INJURY,"Highway, Street, Alley ETC",2016,"2700 SWANSON ST
DALLAS, TX 75210
(32.773128, -96.74673)",75210,10/27/2016 13:01,32.773128,-96.74673,Thursday
